A1,A79
210620,Não
210630,Não
210632,Não
210635,Não
210637,Não
210640,Não
210650,Sim
210660,Sim
210663,Não
210667,Não
210670,Não
210675,Não
210680,Não
210690,Sim
210700,Não
210710,Não
210720,Não
210725,Não
210730,Não
210735,Não
210740,Não
210745,Não
210750,Sim
210760,Não
210770,Não
210780,Não
210790,Não
210800,Não
210805,Não
210810,Não
210820,Sim
210825,Não
210830,Sim
210840,Não
210845,Não
210850,Sim
210860,Não
210870,Sim
210880,Não
210890,Não
210900,Não
210905,Não
210910,Sim
210920,Não
210923,Não
210927,Não
210930,Não
210940,Não
210945,Sim
210950,Sim
210955,Não
210960,Sim
210970,Não
210975,Não
210980,Sim
210990,Sim
211000,Sim
211003,Sim
211010,Sim
211020,Sim
211023,Não
211027,Sim
211030,Não
211040,Não
211050,Sim
211060,Não
211065,Não
211070,Sim
211080,Não
211085,Não
211090,Não
211100,Não
211102,Não
211105,Não
211107,Não
211110,Sim
211120,Sim
211125,Não
211130,Sim
211140,Sim
211150,Sim
211153,Não
211157,Não
211160,Não
211163,Sim
211167,Não
211170,Não
211172,Não
211174,Não
211176,Não
211178,Não
211180,Não
211190,Não
211195,Não
211200,Não
211210,Não
211220,Sim
211223,Não
211227,Não
211230,Sim
211240,Sim
211245,Não
211250,Sim
211260,Não
211270,Sim
211280,Sim
211285,Não
211290,Sim
211300,Não
211400,Sim
220005,Não
220010,Não
220020,Não
220025,Não
220027,Não
220030,Não
220040,Sim
220045,Não
220050,Não
220060,Não
220070,Não
220080,Não
220090,Não
220095,Não
220100,Não
220105,Não
220110,Não
220115,Não
220117,Não
220120,Não
220130,Não
220140,Não
220150,Sim
220155,Não
220157,Não
220160,Não
220170,Não
220173,Não
220177,Não
220180,Não
220190,Não
220191,Não
220192,Não
220194,Não
220196,Não
220198,Não
220200,Não
220202,Não
220205,Sim
220207,Não
220208,Não
220209,Não
220210,Não
220211,Não
220213,Não
220217,Não
220220,Sim
220225,Não
220230,Não
220240,Não
220245,Não
220250,Não
220253,Não
220255,Não
220260,Não
220265,Não
220270,Sim
220271,Não
220272,Não
220273,Não
220275,Não
220277,Não
220280,Não
220285,Não
220290,Sim
220300,Não
220310,Não
220320,Não
220323,Não
220325,Não
220327,Não
220330,Não
220335,Não
220340,Não
220342,Não
220345,Não
220350,Não
220360,Não
220370,Sim
220375,Não
220380,Não
220385,Não
220390,Sim
220400,Não
220410,Não
220415,Não
220420,Não
220430,Não
220435,Não
220440,Não
220450,Não
220455,Não
220460,Não
220465,Sim
220470,Não
220480,Não
220490,Não
220500,Não
220510,Não
220515,Não
220520,Não
220525,Não
220527,Não
220530,Não
220535,Não
220540,Não
220545,Não
220550,Sim
220551,Não
220552,Não
220553,Não
220554,Não
220555,Não
220556,Não
220557,Não
220558,Não
220559,Não
220560,Não
220570,Sim
220580,Não
220585,Não
220590,Não
220595,Não
220600,Não
220605,Não
220610,Não
220620,Não
220630,Não
220635,Não
220640,Não
220650,Não
220660,Não
220665,Não
220667,Sim
220669,Não
220670,Não
220675,Não
220680,Não
220690,Não
220695,Não
220700,Não
220710,Não
220720,Não
220730,Não
220735,Não
220740,Não
220750,Não
220755,Não
220760,Não
220770,Sim
220775,Não
220777,Não
220779,Não
220780,Não
220785,Não
220790,Não
220793,Não
220795,Não
220800,Sim
220810,Não
220820,Não
220830,Sim
220840,Sim
220850,Não
220855,Não
220860,Não
220865,Não
220870,Não
220880,Não
220885,Não
220887,Não
220890,Não
220900,Não
220910,Não
220915,Não
220920,Não
220930,Não
220935,Não
220937,Não
220940,Não
220945,Sim
220950,Sim
220955,Não
220960,Não
220965,Não
220970,Não
220975,Não
220980,Não
220985,Não
220987,Não
220990,Não
220995,Não
220997,Não
221000,Não
221005,Não
221010,Não
221020,Não
221030,Não
221035,Não
221037,Não
221038,Não
221039,Não
221040,Não
221050,Não
221060,Não
221062,Não
221063,Não
221065,Não
221070,Não
221080,Não
221090,Não
221093,Não
221095,Não
221097,Não
221100,Sim
221110,Sim
221120,Não
221130,Sim
221135,Não
221140,Não
221150,Não
221160,Não
221170,Não
230010,Não
230015,Sim
230020,Sim
230030,Não
230040,Não
230050,Não
230060,Não
230070,Não
230075,Sim
230080,Não
230090,Não
230100,Sim
230110,Sim
230120,Sim
230125,Não
230130,Não
230140,Sim
230150,Não
230160,Não
230170,Não
230180,Não
230185,Não
230190,Sim
230195,Não
230200,Sim
230205,Não
230210,Sim
230220,Sim
230230,Não
230240,Não
230250,Sim
230260,Sim
230270,Sim
230280,Sim
230290,Não
230300,Não
230310,Não
230320,Sim
230330,Não
230340,Não
230350,Sim
230360,Não
230365,Não
230370,Sim
230380,Não
230390,Não
230393,Não
230395,Sim
230400,Não
230410,Sim
230420,Sim
230423,Não
230425,Não
230426,Não
230427,Não
230428,Sim
230430,Sim
230435,Não
230440,Sim
230445,Não
230450,Não
230460,Não
230465,Não
230470,Não
230480,Não
230490,Não
230495,Sim
230500,Não
230510,Não
230520,Não
230523,Sim
230526,Não
230530,Sim
230533,Não
230535,Não
230540,Sim
230550,Sim
230560,Sim
230565,Não
230570,Não
230580,Sim
230590,Sim
230600,Não
230610,Sim
230620,Não
230625,Sim
230630,Sim
230640,Sim
230650,Sim
230655,Sim
230660,Não
230670,Não
230680,Sim
230690,Não
230700,Não
230710,Sim
230720,Sim
230725,Sim
230730,Sim
230740,Sim
230750,Não
230760,Sim
230763,Não
230765,Sim
230770,Sim
230780,Não
230790,Não
230800,Não
230810,Sim
230820,Não
230830,Sim
230835,Não
230837,Não
230840,Não
230850,Não
230860,Não
230870,Sim
230880,Não
230890,Não
230900,Não
230910,Não
230920,Não
230930,Sim
230940,Não
230945,Sim
230950,Não
230960,Não
230970,Sim
230980,Sim
230990,Não
231000,Não
231010,Sim
231020,Sim
231025,Sim
231030,Sim
231040,Não
231050,Não
231060,Não
231070,Não
231080,Não
231085,Não
231090,Não
231095,Não
231100,Não
231110,Não
231120,Não
231123,Não
231126,Não
231130,Sim
231135,Não
231140,Sim
231150,Não
231160,Sim
231170,Não
231180,Sim
231190,Não
231195,Não
231200,Sim
231210,Não
231220,Não
231230,Não
231240,Sim
231250,Não
231260,Não
231270,Não
231280,Não
231290,Sim
231300,Não
231310,Sim
231320,Não
231325,Não
231330,Não
231335,Não
231340,Sim
231350,Sim
231355,Não
231360,Sim
231370,Não
231375,Não
231380,Não
231390,Não
231395,Não
231400,Não
231410,Sim
240010,Não
240020,Sim
240030,Não
240040,Não
240050,Não
240060,Não
240070,Não
240080,Não
240090,Não
240100,Sim
240110,Sim
240120,Não
240130,Não
240140,Não
240145,Não
240150,Não
240160,Não
240165,Não
240170,Não
240180,Não
240185,Não
240190,Não
240200,Sim
240210,Não
240220,Sim
240230,Não
240240,Não
240250,Não
240260,Sim
240270,Não
240280,Não
240290,Não
240300,Não
240310,Sim
240320,Não
240325,Sim
240330,Não
240340,Não
240350,Não
240360,Sim
240370,Não
240375,Não
240380,Não
240390,Não
240400,Não
240410,Não
240420,Sim
240430,Não
240440,Não
240450,Não
240460,Não
240470,Não
240480,Não
240485,Não
240490,Não
240500,Não
240510,Não
240520,Não
240530,Não
240540,Não
240550,Não
240560,Não
240570,Sim
240580,Sim
240590,Não
240600,Não
240610,Sim
240615,Não
240620,Não
240630,Não
240640,Não
240650,Não
240660,Não
240670,Não
240680,Não
240690,Não
240700,Não
240710,Não
240720,Sim
240725,Não
240730,Não
240740,Não
240750,Sim
240760,Não
240770,Não
240780,Sim
240790,Não
240800,Sim
240810,Sim
240820,Sim
240830,Sim
240840,Não
240850,Não
240860,Não
240870,Não
240880,Não
240890,Não
240895,Não
240910,Não
240920,Não
240930,Não
240933,Não
240940,Não
240950,Não
240960,Não
240970,Não
240980,Não
240990,Não
241000,Não
241010,Não
241020,Não
241025,Não
241030,Não
241040,Não
241050,Não
241060,Não
241070,Não
241080,Não
241090,Não
241100,Não
241105,Não
241110,Não
241120,Sim
241140,Não
241142,Não
241150,Sim
241160,Não
241170,Não
241180,Não
241190,Não
241200,Sim
241210,Não
241220,Sim
241230,Não
241240,Não
241250,Não
241255,Não
241260,Sim
241270,Não
241280,Não
241290,Não
241300,Não
241310,Não
241320,Não
241330,Não
241335,Não
241340,Não
241350,Não
241355,Não
241360,Não
241370,Não
241380,Não
241390,Não
241400,Não
241410,Não
241415,Não
241420,Sim
241430,Não
241440,Sim
241445,Não
241450,Não
241460,Não
241470,Não
241475,Não
241480,Não
241490,Não
241500,Não
250010,Não
250020,Não
250030,Sim
250040,Não
250050,Não
250053,Não
250057,Não
250060,Não
250070,Não
250073,Não
250077,Não
250080,Não
250090,Não
250100,Não
250110,Sim
250115,Não
250120,Não
250130,Não
250135,Não
250140,Sim
250150,Sim
250153,Não
250157,Não
250160,Não
250170,Não
250180,Sim
250190,Não
250200,Não
250205,Não
250210,Não
250215,Não
250220,Não
250230,Não
250240,Não
250250,Não
250260,Não
250270,Não
250280,Não
250290,Não
250300,Não
250310,Não
250320,Sim
250330,Não
250340,Não
250350,Não
250355,Não
250360,Não
250370,Não
250375,Não
250380,Não
250390,Não
250400,Sim
250403,Não
250407,Não
250410,Não
250415,Não
250420,Não
250430,Sim
250435,Não
250440,Não
250450,Não
250460,Sim
250470,Não
250480,Não
250485,Não
250490,Não
250500,Não
250510,Não
250520,Não
250523,Não
250527,Não
250530,Não
250535,Não
250540,Não
250550,Não
250560,Não
250570,Não
250580,Não
250590,Não
250600,Sim
250610,Não
250620,Não
250625,Não
250630,Sim
250640,Não
250650,Não
250660,Não
250670,Não
250680,Não
250690,Sim
250700,Sim
250710,Não
250720,Não
250730,Não
250740,Não
250750,Sim
250760,Não
250770,Não
250780,Não
250790,Não
250800,Não
250810,Não
250820,Não
250830,Sim
250840,Não
250850,Não
250855,Não
250860,Sim
250870,Não
250880,Não
250890,Não
250900,Não
250905,Não
250910,Sim
250915,Não
250920,Sim
250930,Não
250933,Não
250937,Não
250939,Não
250940,Não
250950,Não
250960,Sim
250970,Sim
250980,Não
250990,Não
251000,Não
251010,Não
251020,Não
251030,Não
251040,Não
251050,Não
251060,Não
251065,Não
251070,Não
251080,Sim
251090,Não
251100,Não
251110,Não
251120,Sim
251130,Não
251140,Não
251150,Não
251160,Não
251170,Não
251180,Não
251190,Não
251200,Não
251203,Não
251207,Não
251210,Sim
251220,Não
251230,Não
251240,Não
251250,Sim
251260,Não
251270,Não
251272,Não
251274,Não
251275,Não
251276,Não
251278,Não
251280,Não
251290,Sim
251300,Não
251310,Não
251315,Não
251320,Não
251330,Não
251335,Não
251340,Não
251350,Não
251360,Não
251365,Não
251370,Sim
251380,Não
251385,Não
251390,Sim
251392,Não
251394,Não
251396,Não
251398,Não
251400,Não
251410,Não
251420,Não
251430,Não
251440,Não
251445,Não
251450,Não
251455,Não
251460,Não
251465,Não
251470,Não
251480,Sim
251490,Não
251500,Não
251510,Não
251520,Não
251530,Não
251540,Não
251550,Não
251560,Não
251570,Não
251580,Não
251590,Não
251593,Não
251597,Não
251600,Sim
251610,Não
251615,Não
251620,Sim
251630,Não
251640,Não
251650,Não
251660,Não
251670,Não
251675,Não
251680,Não
251690,Não
251700,Não
251710,Não
251720,Não
251740,Não
260005,Não
260010,Não
260020,Não
260030,Não
260040,Sim
260050,Não
260060,Não
260070,Sim
260080,Não
260090,Sim
260100,Não
260105,Não
260110,Sim
260120,Sim
260130,Não
260140,Sim
260150,Não
260160,Não
260170,Sim
260180,Sim
260190,Sim
260200,Sim
260210,Não
260220,Sim
260230,Sim
260240,Não
260250,Não
260260,Não
260270,Não
260280,Não
260290,Sim
260300,Sim
260310,Sim
260320,Sim
260330,Não
260340,Não
260345,Sim
260350,Não
260360,Não
260370,Sim
260380,Não
260390,Não
260392,Não
260400,Sim
260410,Sim
260415,Não
260420,Sim
260430,Não
260440,Não
260450,Não
260460,Sim
260470,Não
260480,Não
260490,Sim
260500,Sim
260510,Não
260515,Não
260520,Sim
260530,Não
260540,Não
260545,Não
260550,Não
260560,Sim
260570,Não
260580,Não
260590,Sim
260600,Sim
260610,Sim
260620,Sim
260630,Não
260640,Sim
260650,Não
260660,Sim
260670,Não
260680,Sim
260690,Não
260700,Não
260710,Não
260720,Sim
260730,Não
260740,Não
260750,Não
260760,Sim
260765,Sim
260770,Não
260775,Não
260780,Não
260790,Sim
260795,Não
260800,Não
260805,Não
260810,Sim
260820,Não
260825,Não
260830,Não
260840,Não
260845,Não
260850,Sim
260860,Não
260870,Não
260875,Sim
260880,Sim
260890,Sim
260900,Sim
260910,Não
260915,Não
260920,Não
260930,Não
260940,Sim
260950,Sim
260960,Sim
260970,Não
260980,Não
260990,Sim
261000,Sim
261010,Sim
261020,Não
261030,Não
261040,Não
261050,Não
261060,Sim
261070,Não
261080,Não
261090,Não
261100,Sim
261110,Sim
261120,Não
261130,Sim
261140,Não
261150,Sim
261153,Não
261160,Sim
261170,Não
261180,Sim
261190,Sim
261200,Sim
261210,Não
261220,Sim
261230,Não
261240,Não
261245,Não
261247,Não
261250,Sim
261255,Não
261260,Sim
261270,Não
261280,Não
261290,Não
261300,Não
261310,Sim
261320,Não
261330,Não
261340,Sim
261350,Não
261360,Sim
261370,Sim
261380,Não
261390,Sim
261400,Não
261410,Sim
261420,Sim
261430,Não
261440,Não
261450,Sim
261460,Sim
261470,Não
261480,Não
261485,Sim
261500,Sim
261510,Não
261520,Sim
261530,Sim
261540,Sim
261550,Não
261560,Sim
261570,Sim
261580,Não
261590,Não
261600,Não
261610,Não
261618,Não
261620,Não
261630,Sim
261640,Sim
261650,Não
270010,Não
270020,Não
270030,Sim
270040,Sim
270050,Não
270060,Sim
270070,Não
270080,Não
270090,Não
270100,Sim
270110,Não
270120,Não
270130,Não
270135,Não
270140,Não
270150,Não
270160,Não
270170,Não
270180,Não
270190,Não
270200,Não
270210,Não
270220,Não
270230,Sim
270235,Não
270240,Sim
270250,Não
270255,Não
270260,Não
270270,Não
270280,Não
270290,Sim
270300,Não
270310,Não
270320,Sim
270330,Não
270340,Não
270350,Não
270360,Não
270370,Não
270375,Sim
270380,Não
270390,Não
270400,Não
270410,Não
270420,Não
270430,Sim
270440,Não
270450,Sim
270460,Não
270470,Sim
270480,Não
270490,Não
270500,Sim
270510,Não
270520,Não
270530,Não
270540,Não
270550,Não
270560,Não
270570,Não
270580,Não
270590,Não
270600,Não
270610,Não
270620,Não
270630,Sim
270640,Sim
270642,Não
270644,Não
270650,Não
270660,Não
270670,Sim
270680,Não
270690,Sim
270700,Não
270710,Sim
270720,Não
270730,Não
270740,Não
270750,Não
270760,Não
270770,Não
270780,Não
270790,Não
270800,Sim
270810,Não
270820,Não
270830,Sim
270840,Sim
270850,Sim
270860,Sim
270870,Não
270880,Sim
270890,Sim
270895,Não
270900,Não
270910,Não
270915,Não
270920,Sim
270930,Sim
270940,Sim
280010,Não
280020,Não
280030,Sim
280040,Não
280050,Não
280060,Sim
280067,Sim
280070,Não
280100,Não
280110,Não
280120,Não
280130,Sim
280140,Não
280150,Não
280160,Não
280170,Não
280190,Não
280200,Não
280210,Não
280220,Não
280230,Não
280240,Não
280250,Não
280260,Não
280270,Não
280280,Não
280290,Sim
280300,Não
280310,Não
280320,Sim
280330,Não
280340,Não
280350,Sim
280360,Não
280370,Não
280380,Não
280390,Não
280400,Não
280410,Não
280420,Não
280430,Não
280440,Não
280445,Não
280450,Sim
280460,Sim
280470,Não
280480,Sim
280490,Não
280500,Não
280510,Não
280520,Não
280530,Não
280540,Sim
280550,Não
280560,Sim
280570,Não
280580,Não
280590,Não
280600,Não
280610,Não
280620,Não
280630,Não
280640,Não
280650,Não
280660,Não
280670,Não
280680,Não
280690,Não
280700,Não
280710,Não
280720,Não
280730,Não
280740,Sim
280750,Não
280760,Não
290010,Não
290020,Não
290030,Não
290035,Não
290040,Não
290050,Não
290060,Não
290070,Sim
290080,Sim
290090,Sim
290100,Sim
290110,Sim
290115,Não
290120,Sim
290130,Não
290135,Não
290140,Não
290150,Não
290160,Não
290170,Não
290180,Não
290190,Não
290195,Não
290200,Não
290205,Não
290210,Sim
290220,Não
290225,Não
290230,Não
290240,Não
290250,Não
290260,Não
290265,Não
290270,Sim
290280,Sim
290290,Sim
290300,Sim
290310,Não
290320,Sim
290323,Não
290327,Sim
290330,Não
290340,Não
290350,Não
290360,Não
290370,Não
290380,Não
290390,Não
290395,Não
290400,Não
290405,Não
290410,Sim
290420,Não
290430,Não
290440,Não
290450,Não
290460,Sim
290470,Não
290475,Não
290480,Não
290485,Não
290490,Sim
290500,Não
290510,Não
290515,Não
290520,Sim
290530,Não
290540,Sim
290550,Não
290560,Sim
290570,Sim
290580,Sim
290590,Sim
290600,Sim
290610,Não
290620,Não
290630,Sim
290640,Não
290650,Sim
290660,Não
290670,Não
290680,Não
290682,Não
290685,Não
290687,Não
290689,Não
290690,Sim
290700,Não
290710,Não
290720,Sim
290730,Sim
290740,Não
290750,Não
290755,Não
290760,Não
290770,Não
290780,Não
290790,Não
290800,Não
290810,Não
290820,Não
290830,Não
290840,Sim
290850,Sim
290860,Sim
290870,Não
290880,Não
290890,Sim
290900,Não
290910,Não
290920,Não
290930,Não
290940,Não
290950,Não
290960,Não
290970,Não
290980,Sim
290990,Sim
291000,Não
291005,Sim
291010,Não
291020,Não
291030,Não
291040,Não
291050,Não
291060,Não
291070,Não
291072,Sim
291075,Não
291077,Não
291080,Sim
291085,Não
291090,Não
291100,Não
291110,Sim
291120,Sim
291125,Não
291130,Não
291140,Não
291150,Não
291160,Não
291165,Não
291170,Sim
291180,Não
291185,Não
291190,Sim
291200,Não
291210,Sim
291220,Não
291230,Não
291240,Não
291250,Não
291260,Não
291270,Sim
291280,Não
291290,Sim
291300,Não
291310,Não
291320,Sim
291330,Não
291340,Sim
291345,Sim
291350,Sim
291360,Sim
291370,Sim
291380,Não
291390,Sim
291400,Sim
291410,Não
291420,Não
291430,Não
291440,Não
291450,Não
291460,Não
291465,Não
291470,Sim
291480,Não
291490,Não
291500,Não
291510,Não
291520,Não
291530,Não
291535,Não
291540,Não
291550,Sim
291560,Sim
291570,Não
291580,Sim
291590,Não
291600,Não
291610,Sim
291620,Não
291630,Não
291640,Não
291650,Sim
291660,Não
291670,Não
291680,Não
291685,Não
291690,Não
291700,Não
291710,Sim
291720,Não
291730,Não
291733,Não
291735,Não
291740,Não
291750,Sim
291760,Não
291770,Não
291780,Não
291790,Não
291800,Sim
291810,Não
291820,Não
291830,Sim
291835,Não
291840,Sim
291845,Não
291850,Não
291855,Não
291860,Não
291870,Não
291875,Não
291880,Não
291890,Não
291900,Não
291905,Não
291910,Não
291915,Sim
291920,Não
291930,Sim
291940,Não
291950,Sim
291955,Sim
291960,Não
291970,Não
291980,Sim
291990,Não
291992,Sim
291995,Não
292000,Não
292010,Não
292020,Não
292030,Não
292040,Não
292045,Não
292050,Não
292060,Sim
292070,Sim
292080,Não
292090,Não
292100,Sim
292105,Não
292110,Não
292120,Não
292130,Não
292140,Não
292145,Não
292150,Sim
292160,Não
292170,Sim
292180,Não
292190,Sim
292200,Sim
292205,Não
292210,Não
292220,Não
292225,Não
292230,Sim
292240,Não
292250,Sim
292260,Sim
292265,Não
292270,Não
292273,Não
292275,Não
292280,Não
292285,Não
292290,Não
292300,Sim
292303,Não
292305,Não
292310,Sim
292320,Não
292330,Não
292335,Não
292340,Não
292350,Não
292360,Não
292370,Sim
292380,Não
292390,Não
292400,Sim
292405,Não
292410,Não
292420,Não
292430,Não
292440,Não
292450,Não
292460,Não
292465,Não
292467,Não
292470,Não
292480,Não
292490,Não
292500,Não
292510,Sim
292520,Sim
292525,Sim
292530,Sim
292540,Não
292550,Sim
292560,Não
292570,Sim
292575,Sim
292580,Sim
292590,Não
292593,Não
292595,Sim
292600,Sim
292610,Não
292620,Não
292630,Sim
292640,Não
292650,Não
292660,Não
292665,Não
292670,Não
292680,Não
292690,Não
292700,Não
292710,Não
292720,Sim
292730,Não
292740,Sim
292750,Não
292760,Não
292770,Sim
292780,Não
292790,Não
292800,Sim
292805,Não
292810,Não
292820,Não
292830,Sim
292840,Sim
292850,Não
292860,Sim
292870,Sim
292880,Sim
292890,Sim
292895,Não
292900,Não
292905,Não
292910,Sim
292920,Sim
292925,Não
292930,Não
292935,Não
292937,Não
292940,Não
292950,Sim
292960,Não
292970,Não
292975,Sim
292980,Não
292990,Sim
293000,Não
293010,Não
293015,Sim
293020,Sim
293030,Não
293040,Não
293050,Sim
293060,Não
293070,Sim
293075,Não
293076,Não
293077,Sim
293080,Não
293090,Não
293100,Não
293105,Não
293110,Não
293120,Sim
293130,Não
293135,Sim
293140,Não
293150,Sim
293160,Não
293170,Não
293180,Sim
293190,Não
293200,Sim
293210,Não
293220,Sim
293230,Não
293240,Não
