rodada;posicao_ebt;nota;dt_inicio_avaliacao;dt_fim_avaliacao;uf;nome_uf;municipio;cod_ibge;populacao;site_municipal;site_esic;regulamento_pagina_prefeitura;regulamento_pagina_prefeiturap;regulamentou_lai;regulamentou_laip;tipo_regulamentacao_lai;normativo_lai;dt_normativo_lai;regulamentou_criacao_sic;regulamentou_criacao_sicp;previsao_calassificacao;previsao_calassificacaop;previsao_responsabilizacao_servidor;previsao_responsabilizacao_servidorp;regulamentou_instancia_recursal;regulamentou_instancia_recursalp;pontos_regulamentacao;indicacao_orgao;indicacao_orgaop;indicacao_endereco;indicacao_enderecop;indicacao_telefone;indicacao_telefonep;indicacao_horario;indicacao_horariop;alternativa_sic_eletronico;alternativa_sic_eletronicop;envio_documento_cadastro;assinatura_reconhecida;declaracao_responsabilidade;maioridade;outras_exigencias;nao_exige_identificacaop;possibilidade_acompanhamento;possibilidade_acompanhamentop;resposta_no_prazo_pergunta_1;resposta_no_prazo_pergunta_2;resposta_no_prazo_pergunta_3;resposta_no_prazo_pergunta_4;pontos_prazo_perguntas;respondeu_pergunta_1;respondeu_pergunta_2;respondeu_pergunta_3;respondeu_pergunta_4;pontos_resposta_perguntas;pontos_transp_passiva;total_pontos;nota_1
3;1;10;15/07/2016;04/10/2016;BA;Bahia;Antas;2901601;19183;http://antas.ba.gov.br/;http://antas.ba.gov.br/sic_novo/;Sim;100;Sim;150;Decreto;030/2016;31/05/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;16/08/2016;28/09/2016;BA;Bahia;Guanambi;2911709;85797;http://www.guanambi.ba.gov.br/;http://guanambi.ba.gov.br/e-sic/;Sim;100;Sim;150;Decreto;755;24/02/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;16/08/2016;29/09/2016;BA;Bahia;Itabuna;2914802;219680;http://www.itabuna.ba.gov.br/;http://www.itabuna.ba.io.org.br/sic_novo/;Sim;100;Sim;150;Decreto;10.651;14/10/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;16/08/2016;29/09/2016;BA;Bahia;Itapitanga;2916609;10800;http://www.itapitanga.ba.gov.br/;http://www.itapitanga.ba.gov.br/sic_novo/;Sim;100;Sim;150;Decreto;1.383;02/12/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;16/08/2016;06/10/2016;BA;Bahia;Matina;2921054;12314;http://www.matina.ba.gov.br/;http://matina.ba.gov.br/e-sic/;Sim;100;Sim;150;Decreto;43;08/04/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;06/07/2016;03/01/2017;CE;Ceará;Quixeramobim;2311405;77174;http://www.quixeramobim.ce.gov.br/;http://www.quixeramobim.ce.gov.br/e-sic;Sim;100;Sim;150;Decreto;4.131;30/06/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;11/07/2016;06/12/2016;ES;Espírito Santo;Alfredo Chaves;3200300;14973;http://www.alfredochaves.es.gov.br/;http://www.alfredochaves.es.gov.br/int_cad.aspx?redir=sic_cad.aspx;Sim;100;Sim;150;Decreto;976;14/12/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;01/08/2016;30/11/2016;ES;Espírito Santo;Cariacica;3201308;381802;http://www.cariacica.es.gov.br/;http://esic.cariacica.es.gov.br/sistema/site/index.html?ReturnUrl=%2fsistema;Sim;100;Sim;150;Lei;5.133;09/01/2014;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;03/08/2016;03/01/2017;ES;Espírito Santo;Conceição da Barra;3201605;31127;http://www.conceicaodabarra.es.gov.br/;http://200.164.7.83/esiclivre/index/;Sim;100;Sim;150;Decreto;4.735;26/10/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;28/06/2016;20/12/2016;SP;São Paulo;Tietê;3554508;40194;http://www.tiete.sp.gov.br/;http://www.sic.tiete.sp.gov.br/Login.aspx?ReturnUrl=%2fuser%2fDefault.aspx;Sim;100;Sim;150;Lei;3370;27/05/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;01/08/2016;22/09/2016;PE;Pernambuco;São Vicente Ferrer;2613800;17763;http://saovicenteferrer.pe.gov.br/portal/;http://www.saovicenteferrer.pe.gov.br/esic/?pagina=formulario;Sim;100;Sim;150;Decreto;Decreto Municipal nº 014;15/05/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;02/08/2016;05/01/2017;PE;Pernambuco;Serra Talhada;2613909;84352;http://serratalhada.pe.gov.br/;http://serratalhada.pe.gov.br/esic/index/;Sim;100;Sim;150;Lei Complementar e Decreto;Dec 1743 e LC 209;20/09/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;08/07/2016;14/09/2016;BA;Bahia;Paripiranga;2923803;29878;http://paripiranga.ba.gov.br/;http://www.paripiranga.ba.io.org.br/sic_novo;Sim;100;Sim;150;Decreto;116;15/03/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;10/08/2016;05/10/2016;MS;Mato Grosso do Sul;Inocência;5004403;7664;http://www.inocencia.ms.gov.br/;http://www.inocencia.ms.gov.br/e-sic/;Sim;100;Sim;150;Lei;841;20/12/2012;Sim;200;Sim;150;Sim;100;Sim;200;750;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;12/08/2016;29/12/2016;MS;Mato Grosso do Sul;Jateí;5005103;4038;http://www.jatei.ms.gov.br/;http://www.jatei.ms.gov.br/e-sic/;Sim;100;Sim;150;Decreto;017;27/05/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;12/08/2016;23/11/2016;MS;Mato Grosso do Sul;Ladário;5005202;21860;http://www.ladario.ms.gov.br/;esic.qualitysistemas.com.br/login/municipio_de_ladario;Sim;100;Sim;150;Decreto;2983;26/01/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;06/07/2016;03/10/2016;MS;Mato Grosso do Sul;Nova Andradina;5006200;50893;http://www.pmna.ms.gov.br/;http://sic.pmna.ms.gov.br/sistema/site/index.html?ReturnUrl=%2fsistema%2f;Sim;100;Sim;150;Decreto;1782;16/03/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;07/07/2016;03/10/2016;MS;Mato Grosso do Sul;Paranaíba;5006309;41495;http://www.paranaiba.ms.gov.br/site/;http://www.paranaiba.ms.gov.br/esic/index/index.php;Sim;100;Sim;150;Decreto;023;10/03/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;10/08/2016;04/10/2016;PB;Paraíba;Alagoa Grande;2500304;28646;http://www.alagoagrande.pb.gov.br/;http://www.alagoagrande.pb.gov.br/acesso-a-informacao;Sim;100;Sim;150;Lei;1293/2015;03/11/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;15/07/2016;05/10/2016;PB;Paraíba;Marcação;2509057;8361;http://www.marcacao.pb.gov.br/;http://transparencia.marcacao.pb.gov.br/esic/;Sim;100;Sim;150;Decreto;Decreto nº 08/2015;22/04/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;18/07/2016;03/10/2016;PB;Paraíba;Monte Horebe;2509602;4759;http://montehorebe.pb.gov.br/;http://transparencia.montehorebe.pb.gov.br/sic/;Sim;100;Sim;150;Decreto;Decreto nº 005/2015;21/09/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;15/07/2016;22/09/2016;MG;Minas Gerais;Rio do Prado;3155108;5316;http://www.riodoprado.mg.gov.br/251/;http://www.riodoprado.mg.gov.br/251/AcessoAInformacao/;Sim;100;Sim;150;Decreto;5;05/02/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;04/08/2016;05/01/2017;SC;Santa Catarina;Presidente Castello Branco;4213906;1650;http://www.castellobranco.sc.gov.br/;http://lai.fecam.org.br/presidentecastellobranco/index/consultar-solicitacao;Sim;100;Sim;150;Lei;1623;25/04/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;04/08/2016;05/01/2017;SC;Santa Catarina;Presidente Getúlio;4214003;16474;http://www.presidentegetulio.sc.gov.br/;http://lai.presidentegetulio.sc.gov.br/index/consultar-solicitacao;Sim;100;Sim;150;Lei;2962;17/10/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;04/08/2016;06/01/2017;SC;Santa Catarina;Presidente Nereu;4214102;2309;http://www.presidentenereu.sc.gov.br/;http://lai.fecam.org.br/presidentenereu/index/consultar-solicitacao;Sim;100;Sim;150;Decreto;72;24/09/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;03/08/2016;06/01/2017;SC;Santa Catarina;Quilombo;4214201;10149;http://www.quilombo.sc.gov.br/;http://lai.fecam.org.br/quilombo/index/solicitar-informacoes;Sim;100;Sim;150;Lei;2301;13/07/2012;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;03/08/2016;06/01/2017;SC;Santa Catarina;Rio dos Cedros;4214706;11157;http://www.riodoscedros.sc.gov.br/;https://riodoscedros.atende.net/#!/tipo/servico/valor/81/padrao/1/load/0;Sim;100;Sim;150;Decreto;2631;14/11/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;05/07/2016;27/09/2016;SC;Santa Catarina;Vargeão;4219101;3590;http://www.vargeao.sc.gov.br/;http://lai.fecam.org.br/vargeao/index/consultar-solicitacao;Sim;100;Sim;150;Decreto;30;30/04/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;04/07/2016;28/09/2016;SC;Santa Catarina;Vidal Ramos;4219200;6366;http://www.prefeituravidalramos.com.br/;http://www.infovr.com.br/servicocidadao/Modulos/Consulta/index.php?fuseaction=Solicitacao.New&om=&sn=U0VTU18w;Sim;100;Sim;150;Decreto;2159;02/07/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;04/07/2016;28/09/2016;SC;Santa Catarina;Vitor Meireles;4219358;5123;http://www.vitormeireles.sc.gov.br/;http://lai.fecam.org.br/vitormeireles/index/consultar-solicitacao;Sim;100;Sim;150;Lei;839;08/03/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;16/08/2016;03/10/2016;SE;Sergipe;Estância;2802106;68405;http://www.estancia.se.gov.br/;http://www.estancia.se.gov.br/sic_novo/;Sim;100;Sim;150;Decreto;6.717/2016;05/05/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;11/07/2016;26/12/2016;RJ;Rio de Janeiro;Angra dos Reis;3300100;188276;http://www.angra.rj.gov.br/;http://www.angra.rj.gov.br/imprensa_sic.asp?indexsigla=transp#.V4-2mPorKM8;Sim;100;Sim;150;Decreto;9.151;03/01/2014;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;05/07/2016;28/12/2016;RJ;Rio de Janeiro;Macaé;3302403;234628;http://www.macae.rj.gov.br/;http://sistemas.macae.rj.gov.br:84/esic/index/;Sim;100;Sim;150;Decreto;DECRETO N.º187. DE 26 DE OUTUBRO DE 2015;27/10/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;10/08/2016;28/12/2016;RJ;Rio de Janeiro;Niterói;3303302;496696;http://www.niteroi.rj.gov.br/;seplag.niteroi.rj.gov.br/esic/;Sim;100;Sim;150;Lei;nº 3084;21/05/2014;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;10/08/2016;28/12/2016;RJ;Rio de Janeiro;Resende;3304201;125214;http://www.resende.rj.gov.br/home/;http://www.resende.rj.gov.br/esic;Sim;100;Sim;150;Lei;3006/2013;14/03/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;12/08/2016;28/12/2016;RJ;Rio de Janeiro;São Pedro da Aldeia;3305208;96920;http://www.pmspa.rj.gov.br/;http://www.pmspa.rj.gov.br/transparencia;Sim;100;Sim;150;Decreto;74;21/07/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;11/08/2016;12/01/2017;RJ;Rio de Janeiro;Valença;3306107;73725;http://www.valenca.rj.gov.br/;http://www.valenca.rj.gov.br/transparencia/;Sim;100;Sim;150;Decreto;141/2012;23/08/2012;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;28/07/2016;13/12/2016;PR;Paraná;Clevelândia;4105706;17373;http://www.clevelandia.pr.gov.br;http://clevelandia.lai.softsul.net/index/;Sim;100;Sim;150;Decreto;220;09/03/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;1;10;30/06/2016;23/09/2016;MG;Minas Gerais;Gonçalves;3127404;4391;http://www.goncalves.mg.gov.br/;http://portaltransparencia.goncalves.mg.gov.br/Materia_especifica/16711/Como-solicitar-uma-informacao;Sim;100;Sim;150;Decreto;2.453;07/01/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3600;10
3;77;9.72;08/07/2016;10/10/2016;TO;Tocantins;Santa Rosa do Tocantins;1718907;4794;http://www.santarosa.to.gov.br/;http://e-sic.santarosa.to.gov.br/;Sim;100;Sim;150;Decreto;341/2015;18/11/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Não;0;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;10/08/2016;28/12/2016;RJ;Rio de Janeiro;Nova Iguaçu;3303500;807492;http://www.novaiguacu.rj.gov.br/;http://dstec01.cloudapp.net/esiclivre/cadastro/;Sim;100;Sim;150;Lei;N°  4.413;08/08/2014;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;30/06/2016;05/01/2017;SC;Santa Catarina;Zortéa;4219853;3227;http://www.zortea.sc.gov.br/;http://lai.fecam.org.br/zortea/index/consultar-solicitacao;Não;0;Sim;150;Decreto;16;16/01/2016;Sim;200;Sim;150;Sim;100;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;14/07/2016;21/09/2016;SC;Santa Catarina;Santa Rosa de Lima;4215604;2128;http://www.santarosadelima.sc.gov.br/;http://lai.fecam.org.br/santarosadelima/index/consultar-solicitacao;Sim;100;Sim;150;Decreto;30;14/10/2015;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;08/08/2016;05/10/2016;MS;Mato Grosso do Sul;Corumbá;5003207;108656;http://www.pmcorumba.com.br/;http://www.corumbatransparente.com.br/home/e-sic-municipal.html;Sim;100;Sim;150;Decreto;1435;30/10/2014;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Não;0;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;19/07/2016;04/01/2017;PB;Paraíba;Pedro Régis;2512721;6034;http://pedroregis.pb.gov.br/;http://transparencia.pedroregis.pb.gov.br/esic/;Sim;100;Sim;150;Lei;Lei nº 246/2015;16/03/2015;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;19/07/2016;07/12/2016;PB;Paraíba;Dona Inês;2505709;10456;www.pmdonaines.pb.gov.br/;http://e-sic.pmdonaines.pb.gov.br/upload/;Sim;100;Sim;150;Decreto;1244;13/11/2014;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Não;0;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;08/08/2016;04/10/2016;PB;Paraíba;Alhandra;2500601;19238;http://www.alhandra.pb.gov.br/;http://www.alhandra.pb.gov.br/esic/;Sim;100;Sim;150;Decreto;87;03/03/2015;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Sim;100;Não;0;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;25/07/2016;05/10/2016;PB;Paraíba;Cajazeiras;2503704;61431;http://www.cajazeiras.pb.gov.br/;http://transparencia.cajazeiras.pb.gov.br/sic/nova-demanda.php;Sim;100;Sim;150;Decreto;033/2014;03/10/2014;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;07/07/2016;20/09/2016;RS;Rio Grande do Sul;Canoas;4304606;341343;http://www.canoas.rs.gov.br/site/home;http://www.canoas.rs.gov.br/site/home/pagina/idDep/23/id/81;Sim;100;Sim;150;Decreto;391;05/12/2013;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Não;0;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;09/07/2016;04/10/2016;MT;Mato Grosso;Agua Boa;5100201;23551;http://www.aguaboa.mt.gov.br/;http://www.aguaboa.mt.gov.br/component/weblinks/?task=weblink.go&catid=18:links-uteis&id=4:servico-de-informacao-ao-cidacao-sic;Sim;100;Sim;150;Lei;1192;06/06/2013;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;29/06/2016;20/12/2016;SP;São Paulo;Vinhedo;3556701;72550;http://www.vinhedo.sp.gov.br/;http://186.201.95.17/sistema/site/index.html?ReturnUrl=%2fsistema;Sim;100;Sim;150;Decreto;150;04/09/2013;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;05/08/2016;04/01/2017;ES;Espírito Santo;Laranja da Terra;3203163;11438;http://www.laranjadaterra.es.gov.br/;http://ouvidoria.laranjadaterra.es.gov.br/portal/;Sim;100;Sim;150;Lei;677;24/05/2013;Sim;200;Sim;150;Não;0;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
3;77;9.72;16/08/2016;24/11/2016;BA;Bahia;Jaguaripe;2917805;18647;http://www.jaguaripe.ba.gov.br/2014/;http://www.jaguaripe.ba.io.org.br/sic_novo/;Sim;100;Sim;150;Decreto;23;02/05/2016;Sim;200;Sim;150;Sim;100;Sim;200;900;Sim;200;Sim;100;Não;0;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2600;3500;9.72
3;77;9.72;04/08/2016;03/01/2017;RO;Rondônia;Porto Velho;1100205;502748;http://www.portovelho.ro.gov.br/;http://esic.portovelho.ro.gov.br/sistema/site/index.html;Não;0;Sim;150;Decreto;13.974;27/08/2016;Sim;200;Sim;150;Sim;100;Sim;200;800;Sim;200;Sim;100;Sim;100;Sim;100;Sim;200;Não;Não;Não;Não;Não;300;Sim;200;Sim;Sim;Sim;Sim;500;Sim;Sim;Sim;Sim;1000;2700;3500;9.72
